"id_persona_pr","nme_genero_pr","id_niv_form_pr","id_clas_pr","edad_anos_pr","nme_region_gr","nme_area_gr","Actividades","LugarActualTrabajo","cant_libros","cant_lineas","cant_tgs","cant_art"
1395913,"femenino","1","ij",28,"region caribe","medicina clinica","No especificado","Otros lugares","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
1396063,"masculino","3","ij",43,"centro oriente","medicina basica","Actividades de docencia","Universidad","No especificado","3 líneas","15 o menos","Entre 16 y 30"
1396678,"femenino","3","ij",40,"region caribe","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
1396839,"femenino","2","ij",43,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1396950,"femenino","3","ij",37,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","No especificado","3 líneas","Entre 16 y 30","15 o menos"
1396978,"femenino","3","i",47,"region eje cafetero","otras ciencias medicas","Actividades de docencia","Otras IE","No especificado","2 líneas","15 o menos","15 o menos"
1397581,"masculino","4","ij",60,"region pacifico","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1397751,"masculino","4","ij",54,"no disponible","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1397874,"femenino","4","ij",51,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1398173,"femenino","3","ij",48,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
1398597,"femenino","4","i",37,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1398626,"masculino","d","ij",30,"region eje cafetero","medicina basica","No especificado","No especificado","No especificado","1 línea","15 o menos","Entre 31 y 45"
1399110,"masculino","3","ij",36,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","2 libros","4 o más líneas","15 o menos","Entre 16 y 30"
1399689,"femenino","4","ij",29,"distrito capital","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1399698,"masculino","3","ij",29,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
1399846,"masculino","3","ij",30,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1399925,"masculino","3","ij",42,"region eje cafetero","otras ciencias medicas","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
1400423,"femenino","3","is",48,"region eje cafetero","medicina clinica","Actividades de docencia","Universidad","No especificado","1 línea","Más de 45","Más de 45"
1400461,"masculino","3","ij",33,"centro oriente","otras ciencias medicas","Actividades de administración","Universidad","No especificado","1 línea","15 o menos","15 o menos"
1400670,"femenino","2","ij",45,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1400888,"masculino","3","i",32,"region eje cafetero","ciencias de la salud","Actividades de investigación","Otras IE","No especificado","4 o más líneas","Más de 45","15 o menos"
1400992,"femenino","4","ij",59,"distrito capital","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1401227,"masculino","3","ij",50,"region pacifico","medicina clinica","No especificado","No especificado","1 libro","No especificado","No especificado","15 o menos"
1401349,"femenino","3","i",39,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1401492,"femenino","3","ij",32,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1401839,"masculino","3","ij",42,"region caribe","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1401971,"femenino","3","ij",47,"region eje cafetero","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1401998,"femenino","3","is",42,"region caribe","psicologia","Actividades de docencia","Otras IE","3 o más libros","1 línea","Entre 31 y 45","Entre 16 y 30"
1402008,"masculino","2","ij",62,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","Más de 45"
1402044,"masculino","d","ij",46,"region pacifico","medicina clinica","Actividades de administración","Hospital / Clínica","1 libro","No especificado","No especificado","Entre 31 y 45"
1403168,"femenino","4","ij",44,"region eje cafetero","medicina basica","No especificado","Universidad","1 libro","3 líneas","15 o menos","15 o menos"
1403329,"femenino","2","ij",37,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1403792,"masculino","4","ij",53,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1403874,"masculino","3","is",36,"region caribe","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1403910,"masculino","4","is",41,"region caribe","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","Entre 16 y 30","Más de 45"
1404045,"femenino","3","ij",51,"centro oriente","ciencias de la salud","No especificado","Universidad","2 libros","4 o más líneas","15 o menos","15 o menos"
1404153,"femenino","3","ij",28,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1404347,"femenino","5","i",33,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1404679,"masculino","3","ij",37,"region eje cafetero","ciencias de la salud","No especificado","Universidad","No especificado","4 o más líneas","15 o menos","Entre 31 y 45"
1404761,"femenino","5","ij",40,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","2 líneas","15 o menos","15 o menos"
1405144,"masculino","3","ij",37,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1405663,"masculino","5","ij",24,"centro oriente","medicina clinica","Actividades de administración","Universidad","No especificado","2 líneas","15 o menos","Entre 31 y 45"
1405968,"masculino","4","ij",44,"centro oriente","otras ciencias medicas","No especificado","Otros lugares","3 o más libros","1 línea","15 o menos","15 o menos"
1406238,"femenino","3","i",50,"region eje cafetero","medicina clinica","Actividades de administración","Universidad","2 libros","1 línea","15 o menos","Entre 16 y 30"
1406668,"masculino","3","ij",39,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1407079,"femenino","3","ij",48,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1407081,"masculino","d","ij",49,"no disponible","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1407234,"masculino","d","ij",34,"region pacifico","medicina clinica","Actividades de docencia","Universidad","No especificado","1 línea","15 o menos","Más de 45"
1407472,"femenino","3","ij",29,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1407600,"masculino","3","i",40,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1407690,"femenino","3","i",36,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1407715,"femenino","4","ij",35,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1408071,"masculino","3","i",44,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","Entre 16 y 30","Entre 31 y 45"
1408235,"femenino","3","ij",29,"region caribe","medicina clinica","Actividades de docencia","Otras IE","1 libro","4 o más líneas","No especificado","Entre 16 y 30"
1408460,"femenino","4","ij",34,"centro oriente","medicina basica","No especificado","No especificado","1 libro","No especificado","No especificado","15 o menos"
1408470,"femenino","4","ij",54,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1409130,"femenino","3","ij",38,"region caribe","ciencias de la salud","Actividades de docencia","Universidad","1 libro","3 líneas","Entre 31 y 45","15 o menos"
1409441,"masculino","3","ij",37,"centro oriente","otras ciencias medicas","No especificado","No especificado","No especificado","1 línea","15 o menos","Entre 16 y 30"
1409490,"femenino","4","ij",42,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","No especificado","2 líneas","15 o menos","15 o menos"
1409629,"femenino","4","ij",48,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1409825,"femenino","4","i",34,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1410401,"femenino","2","ij",44,"distrito capital","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1410439,"masculino","3","ij",53,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1410679,"masculino","4","ij",49,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1410784,"femenino","3","ij",39,"region eje cafetero","ciencias de la salud","No especificado","Universidad","2 libros","1 línea","Entre 31 y 45","15 o menos"
1410953,"femenino","4","ij",62,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1411421,"femenino","3","ij",37,"region del llano","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","Más de 45","15 o menos"
1411748,"femenino","3","i",34,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1411838,"femenino","4","ij",49,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1412161,"masculino","3","i",37,"region eje cafetero","ciencias de la salud","No especificado","Universidad","No especificado","3 líneas","Entre 16 y 30","Entre 16 y 30"
1412319,"masculino","3","ij",31,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1412890,"masculino","1","ij",26,"region eje cafetero","medicina clinica","Actividades de docencia","Universidad","No especificado","4 o más líneas","No especificado","Entre 16 y 30"
1413105,"masculino","d","i",36,"region pacifico","ciencias de la salud","No especificado","No especificado","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
1413619,"femenino","d","ij",50,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1413649,"masculino","d","ij",50,"region caribe","medicina clinica","No especificado","Hospital / Clínica","No especificado","No especificado","15 o menos","Entre 16 y 30"
1413776,"femenino","4","ij",41,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1413848,"masculino","4","i",40,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1414040,"masculino","3","ij",32,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","No especificado","3 líneas","15 o menos","15 o menos"
1414058,"femenino","4","ij",42,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1414309,"masculino","3","ij",32,"distrito capital","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1414468,"masculino","3","ij",30,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1414755,"femenino","3","ij",55,"region caribe","ciencias de la salud","Actividades de administración","Otras IE","2 libros","1 línea","Entre 31 y 45","15 o menos"
1414871,"masculino","4","ij",31,"region eje cafetero","biotecnologia en salud","No especificado","Universidad","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
1414977,"femenino","3","i",39,"region caribe","ciencias de la salud","No especificado","Universidad","No especificado","1 línea","Entre 16 y 30","Entre 16 y 30"
1415022,"femenino","4","i",49,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1415153,"masculino","4","ij",65,"region caribe","psicologia","No especificado","No especificado","3 o más libros","4 o más líneas","Más de 45","15 o menos"
1415361,"masculino","1","ij",27,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","4 o más líneas","No especificado","Entre 16 y 30"
1416344,"femenino","3","ij",31,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
1416449,"femenino","3","ij",59,"region eje cafetero","medicina clinica","No especificado","Otras IE","No especificado","4 o más líneas","15 o menos","15 o menos"
1416624,"femenino","3","ij",30,"region eje cafetero","medicina basica","Actividades de administración","Otras IE","No especificado","4 o más líneas","Entre 16 y 30","15 o menos"
1416791,"femenino","4","is",56,"region caribe","ciencias de la salud","Actividades de docencia","Universidad","3 o más libros","4 o más líneas","15 o menos","Entre 16 y 30"
1416914,"femenino","3","ij",34,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1418182,"femenino","3","ij",41,"centro oriente","ciencias de la salud","No especificado","Universidad","No especificado","1 línea","15 o menos","15 o menos"
1418315,"masculino","3","ij",37,"region pacifico","ciencias de la salud","No especificado","Universidad","3 o más libros","2 líneas","Entre 31 y 45","15 o menos"
1418393,"femenino","4","ij",37,"region caribe","ciencias de la salud","Actividades de administración","Universidad","2 libros","4 o más líneas","Entre 31 y 45","15 o menos"
1418629,"femenino","1","ij",28,"region eje cafetero","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1419110,"masculino","3","i",39,"region pacifico","ciencias de la salud","Actividades de investigación","Hospital / Clínica","No especificado","2 líneas","Entre 31 y 45","Entre 31 y 45"
1419387,"masculino","3","ij",45,"region pacifico","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1419764,"masculino","4","ij",59,"centro oriente","ciencias de la salud","No especificado","No especificado","2 libros","4 o más líneas","15 o menos","15 o menos"
1419926,"femenino","3","is",34,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1420362,"femenino","3","ij",39,"region caribe","psicologia","No especificado","No especificado","No especificado","1 línea","15 o menos","15 o menos"
1420398,"femenino","4","i",39,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1420547,"femenino","3","i",37,"region eje cafetero","ciencias de la salud","Actividades de investigación","Centro de investigación","1 libro","3 líneas","No especificado","15 o menos"
1420675,"femenino","4","i",37,"centro oriente","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1420890,"femenino","3","ij",31,"region pacifico","ciencias de la salud","No especificado","No especificado","1 libro","No especificado","15 o menos","Entre 16 y 30"
1421743,"femenino","3","ij",37,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1421878,"femenino","d","ij",49,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1422034,"femenino","3","is",38,"region caribe","ciencias de la salud","No especificado","No especificado","1 libro","No especificado","Entre 16 y 30","15 o menos"
1422343,"masculino","3","ij",36,"region pacifico","ciencias de la salud","No especificado","Universidad","No especificado","2 líneas","15 o menos","Entre 16 y 30"
1423349,"femenino","3","ij",34,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1423463,"femenino","3","i",55,"centro sur","otras ciencias medicas","No especificado","No especificado","No especificado","1 línea","Entre 16 y 30","15 o menos"
1423519,"masculino","3","ij",31,"distrito capital","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1423520,"femenino","3","ij",37,"region caribe","otras ciencias medicas","Actividades de docencia","Universidad","3 o más libros","3 líneas","15 o menos","15 o menos"
1423687,"femenino","2","ij",32,"region eje cafetero","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1423806,"masculino","4","ij",31,"region caribe","medicina basica","Actividades de administración","Hospital / Clínica","No especificado","2 líneas","No especificado","15 o menos"
1424015,"femenino","3","i",31,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1425026,"femenino","3","ij",41,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1425047,"masculino","3","i",54,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1425062,"masculino","d","ij",43,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1425522,"masculino","3","ij",41,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1425704,"femenino","2","is",53,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1425922,"femenino","3","ij",29,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1425942,"masculino","d","ij",41,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1426406,"femenino","3","ij",35,"region eje cafetero","ciencias de la salud","No especificado","No especificado","2 libros","1 línea","No especificado","15 o menos"
1426979,"masculino","3","ij",33,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1427343,"masculino","3","i",28,"region pacifico","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1427524,"femenino","3","i",40,"centro oriente","ciencias de la salud","Actividades de docencia","Universidad","No especificado","3 líneas","Más de 45","15 o menos"
1427722,"masculino","d","ij",32,"region eje cafetero","medicina basica","Actividades de docencia","Hospital / Clínica","No especificado","1 línea","No especificado","15 o menos"
1427755,"masculino","3","ij",28,"centro oriente","ingenieria medica","No especificado","Universidad","No especificado","3 líneas","15 o menos","15 o menos"
1428080,"masculino","3","i",33,"region eje cafetero","medicina clinica","Actividades de investigación","Universidad","No especificado","1 línea","15 o menos","Entre 16 y 30"
1428387,"masculino","3","ij",29,"region eje cafetero","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1428589,"femenino","3","i",29,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1428614,"femenino","3","ij",61,"centro oriente","medicina basica","No especificado","Universidad","1 libro","2 líneas","Entre 16 y 30","15 o menos"
1428717,"masculino","3","ij",43,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","No especificado","3 líneas","15 o menos","15 o menos"
1428820,"masculino","d","ij",30,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","2 líneas","15 o menos","15 o menos"
1428981,"masculino","2","ij",46,"region eje cafetero","medicina clinica","No especificado","Universidad","No especificado","1 línea","15 o menos","Entre 16 y 30"
1429239,"femenino","4","is",48,"region caribe","medicina clinica","No especificado","Universidad","2 libros","3 líneas","15 o menos","Entre 16 y 30"
1429257,"femenino","4","ij",64,"centro sur","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1429572,"femenino","4","ij",34,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1429635,"femenino","4","ij",33,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1429659,"masculino","3","ij",28,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1429862,"masculino","5","is",37,"region caribe","psicologia","No especificado","No especificado","3 o más libros","2 líneas","Entre 16 y 30","Entre 31 y 45"
1430251,"masculino","3","ij",44,"region pacifico","medicina clinica","Actividades de administración","Hospital / Clínica","2 libros","No especificado","15 o menos","Más de 45"
1430322,"femenino","3","ij",32,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1430766,"femenino","4","ij",38,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","No especificado","15 o menos"
1431227,"femenino","3","ij",30,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1431228,"femenino","3","ij",30,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1431473,"femenino","3","ij",37,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1431724,"femenino","2","ij",29,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1431839,"masculino","d","ij",30,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","2 líneas","No especificado","15 o menos"
1431852,"masculino","4","ij",31,"distrito capital","ingenieria medica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1431863,"masculino","0","i",52,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","15 o menos","Entre 16 y 30"
1432174,"masculino","d","ij",31,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1432587,"masculino","d","ij",43,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1432904,"masculino","3","i",36,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1433550,"femenino","3","ij",31,"region eje cafetero","ingenieria medica","No especificado","Centro de investigación","No especificado","4 o más líneas","No especificado","15 o menos"
1433576,"femenino","d","ij",51,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","15 o menos"
1434083,"masculino","3","i",44,"region pacifico","ciencias de la salud","No especificado","Universidad","2 libros","4 o más líneas","Más de 45","15 o menos"
1434416,"masculino","3","i",31,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1434490,"masculino","4","i",38,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1434609,"masculino","2","is",39,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1434702,"masculino","3","is",38,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1435026,"femenino","3","ij",40,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1435212,"masculino","3","ij",54,"centro oriente","ciencias de la salud","No especificado","Universidad","No especificado","No especificado","15 o menos","15 o menos"
1435648,"femenino","4","ij",33,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1435717,"femenino","4","ij",39,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1435921,"femenino","3","ij",29,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1435931,"femenino","3","ij",31,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1436061,"masculino","3","ij",30,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1436243,"femenino","3","ij",39,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1436675,"masculino","3","i",30,"centro sur","ciencias de la salud","Actividades de docencia","Universidad","No especificado","2 líneas","15 o menos","15 o menos"
1436689,"masculino","1","is",29,"region eje cafetero","ciencias de la salud","No especificado","Universidad","No especificado","4 o más líneas","15 o menos","Más de 45"
1436762,"femenino","3","ij",35,"centro oriente","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1436960,"masculino","1","ij",32,"centro oriente","medicina basica","Actividades de administración","Universidad","No especificado","4 o más líneas","No especificado","15 o menos"
1437130,"masculino","2","ij",31,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1437398,"masculino","3","ij",33,"centro oriente","psicologia","Actividades de docencia","Universidad","1 libro","4 o más líneas","Entre 16 y 30","15 o menos"
1437511,"femenino","3","ij",44,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1437575,"femenino","3","ij",29,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1437796,"masculino","1","ij",31,"region eje cafetero","ingenieria medica","No especificado","Otros lugares","No especificado","4 o más líneas","No especificado","Entre 16 y 30"
1438211,"masculino","4","ij",43,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1438255,"femenino","3","ij",38,"region pacifico","medicina basica","No especificado","Universidad","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
1438715,"masculino","d","ij",39,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1438804,"masculino","3","ij",27,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1438955,"masculino","2","i",58,"region caribe","medicina clinica","Actividades de administración","Universidad","2 libros","4 o más líneas","15 o menos","Más de 45"
1439104,"masculino","d","i",45,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1439414,"masculino","3","ij",33,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1439459,"femenino","3","ij",31,"centro oriente","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1439906,"masculino","1","ij",28,"region eje cafetero","medicina clinica","No especificado","No especificado","2 libros","1 línea","No especificado","Entre 16 y 30"
1440109,"masculino","4","is",43,"region eje cafetero","ciencias de la salud","Actividades de investigación","Otras IE","No especificado","4 o más líneas","Entre 31 y 45","Más de 45"
1440247,"femenino","3","ij",36,"region caribe","ciencias de la salud","Actividades de docencia","Otras IE","1 libro","1 línea","Entre 16 y 30","15 o menos"
1440928,"masculino","4","ij",29,"region pacifico","medicina basica","No especificado","No especificado","No especificado","1 línea","15 o menos","Entre 16 y 30"
1441198,"masculino","d","ij",50,"region caribe","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1441396,"femenino","3","i",34,"region del llano","ciencias de la salud","No especificado","No especificado","No especificado","4 o más líneas","Entre 16 y 30","15 o menos"
1442228,"femenino","2","ij",30,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","15 o menos"
1442325,"femenino","d","ij",42,"centro oriente","medicina clinica","No especificado","No especificado","2 libros","No especificado","No especificado","Entre 16 y 30"
1443004,"femenino","3","ij",31,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1443080,"femenino","4","i",37,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1443193,"femenino","d","i",38,"region caribe","otras ciencias medicas","No especificado","Universidad","No especificado","1 línea","Entre 16 y 30","15 o menos"
1443402,"masculino","3","ij",44,"centro sur","medicina clinica","No especificado","No especificado","3 o más libros","2 líneas","15 o menos","Más de 45"
1443659,"femenino","3","i",38,"region eje cafetero","ciencias de la salud","Actividades de docencia","Universidad","2 libros","4 o más líneas","15 o menos","15 o menos"
1443783,"masculino","3","i",32,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1443982,"femenino","d","ij",45,"region eje cafetero","medicina clinica","Actividades de docencia","Hospital / Clínica","No especificado","No especificado","15 o menos","Entre 16 y 30"
1444045,"masculino","d","ij",48,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1444376,"masculino","3","i",45,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1445482,"femenino","3","ij",47,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1445532,"femenino","4","is",45,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1445660,"femenino","2","i",30,"region caribe","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","Más de 45","Entre 31 y 45"
1446755,"masculino","4","ij",39,"region eje cafetero","ciencias de la salud","No especificado","No especificado","No especificado","2 líneas","Entre 16 y 30","15 o menos"
1447045,"masculino","d","ij",41,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1447082,"femenino","2","i",38,"centro oriente","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1447438,"masculino","d","i",43,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1447506,"masculino","4","ij",72,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
